date,area,month,cases,deaths
2021-09-07,Fresno,September,559.0,2.0
2021-09-08,Fresno,September,529.0,2.0
2021-09-09,Fresno,September,487.0,2.0
2021-09-10,Fresno,September,462.0,0.0
2021-09-11,Fresno,September,302.0,1.0
2021-09-12,Fresno,September,131.0,0.0
2021-09-13,Fresno,September,457.0,0.0
2021-09-14,Fresno,September,278.0,0.0
2021-09-15,Fresno,September,81.0,0.0
2021-09-16,Fresno,September,52.0,0.0
2020-05-05,Glenn,May,0.0,0.0
2020-05-06,Glenn,May,0.0,0.0
2020-05-07,Glenn,May,0.0,0.0
2020-05-08,Glenn,May,0.0,0.0
2020-05-09,Glenn,May,1.0,0.0
2020-05-10,Glenn,May,1.0,0.0
2020-05-11,Glenn,May,0.0,0.0
2020-05-12,Glenn,May,0.0,0.0
2020-05-13,Glenn,May,1.0,0.0
2020-05-14,Glenn,May,1.0,0.0
2020-05-15,Glenn,May,1.0,0.0
2020-05-16,Glenn,May,0.0,0.0
2020-05-17,Glenn,May,0.0,0.0
2020-05-18,Glenn,May,0.0,0.0
2020-05-19,Glenn,May,0.0,0.0
2020-05-20,Glenn,May,0.0,0.0
2020-05-21,Glenn,May,1.0,0.0
2020-05-22,Glenn,May,1.0,0.0
2020-05-23,Glenn,May,0.0,0.0
2020-05-24,Glenn,May,0.0,0.0
2020-05-25,Glenn,May,1.0,0.0
2020-05-26,Glenn,May,0.0,0.0
2020-05-27,Glenn,May,2.0,0.0
2020-05-28,Glenn,May,0.0,0.0
2020-05-29,Glenn,May,1.0,0.0
2020-05-30,Glenn,May,0.0,0.0
2020-05-31,Glenn,May,1.0,0.0
2020-06-01,Glenn,June,1.0,0.0
2020-06-02,Glenn,June,0.0,0.0
2020-06-03,Glenn,June,1.0,0.0
2020-06-04,Glenn,June,0.0,0.0
2020-06-05,Glenn,June,3.0,0.0
2020-06-06,Glenn,June,2.0,0.0
2020-06-07,Glenn,June,2.0,0.0
2020-06-08,Glenn,June,7.0,0.0
2020-06-09,Glenn,June,2.0,0.0
2020-06-10,Glenn,June,1.0,0.0
2020-06-11,Glenn,June,3.0,0.0
2020-06-12,Glenn,June,4.0,0.0
2020-06-13,Glenn,June,3.0,0.0
2020-06-14,Glenn,June,2.0,0.0
2020-06-15,Glenn,June,15.0,0.0
2020-06-16,Glenn,June,5.0,0.0
2020-06-17,Glenn,June,4.0,0.0
2020-06-18,Glenn,June,7.0,0.0
2020-06-19,Glenn,June,9.0,0.0
2020-06-20,Glenn,June,6.0,0.0
2020-06-21,Glenn,June,5.0,0.0
2020-06-22,Glenn,June,9.0,0.0
2020-06-23,Glenn,June,9.0,0.0
2020-06-24,Glenn,June,4.0,0.0
2020-06-25,Glenn,June,8.0,0.0
2020-06-26,Glenn,June,5.0,0.0
2020-06-27,Glenn,June,7.0,0.0
2020-06-28,Glenn,June,4.0,0.0
2020-06-29,Glenn,June,8.0,0.0
2020-06-30,Glenn,June,9.0,0.0
2020-07-01,Glenn,July,5.0,0.0
2020-07-02,Glenn,July,7.0,0.0
2020-07-03,Glenn,July,6.0,0.0
2020-07-04,Glenn,July,5.0,0.0
2020-07-05,Glenn,July,7.0,0.0
2020-07-06,Glenn,July,3.0,0.0
2020-07-07,Glenn,July,8.0,0.0
2020-07-08,Glenn,July,9.0,0.0
2020-07-09,Glenn,July,11.0,0.0
2020-07-10,Glenn,July,10.0,0.0
2020-07-11,Glenn,July,5.0,0.0
2020-07-12,Glenn,July,8.0,0.0
2020-07-13,Glenn,July,13.0,0.0
2020-07-14,Glenn,July,7.0,1.0
2020-07-15,Glenn,July,10.0,0.0
2020-07-16,Glenn,July,9.0,0.0
2020-07-17,Glenn,July,9.0,0.0
2020-07-18,Glenn,July,7.0,0.0
2020-07-19,Glenn,July,6.0,0.0
2020-07-20,Glenn,July,14.0,0.0
2020-07-21,Glenn,July,8.0,0.0
2020-07-22,Glenn,July,7.0,0.0
2020-07-23,Glenn,July,6.0,0.0
2020-07-24,Glenn,July,5.0,0.0
2020-07-25,Glenn,July,3.0,0.0
2020-07-26,Glenn,July,2.0,0.0
2020-07-27,Glenn,July,8.0,0.0
2020-07-28,Glenn,July,2.0,0.0
2020-07-29,Glenn,July,2.0,0.0
2020-07-30,Glenn,July,7.0,0.0
2020-07-31,Glenn,July,7.0,0.0
2020-08-01,Glenn,August,7.0,0.0
2020-08-02,Glenn,August,1.0,0.0
2020-08-03,Glenn,August,1.0,1.0
2020-08-04,Glenn,August,7.0,0.0
2020-08-05,Glenn,August,1.0,1.0
2020-08-06,Glenn,August,3.0,0.0
2020-08-07,Glenn,August,5.0,0.0
2020-08-08,Glenn,August,1.0,0.0
2020-08-09,Glenn,August,0.0,0.0
2020-08-10,Glenn,August,2.0,0.0
2020-08-11,Glenn,August,3.0,0.0
2020-08-12,Glenn,August,2.0,0.0
2020-08-13,Glenn,August,3.0,0.0
2020-08-14,Glenn,August,4.0,0.0
2020-08-15,Glenn,August,2.0,0.0
2020-08-16,Glenn,August,0.0,0.0
2020-08-17,Glenn,August,2.0,0.0
2020-08-18,Glenn,August,1.0,0.0
2020-08-19,Glenn,August,0.0,0.0
2020-08-20,Glenn,August,2.0,0.0
2020-08-21,Glenn,August,5.0,0.0
2020-08-22,Glenn,August,4.0,0.0
2020-08-23,Glenn,August,1.0,0.0
2020-08-24,Glenn,August,7.0,0.0
2020-08-25,Glenn,August,2.0,0.0
2020-08-26,Glenn,August,3.0,0.0
2020-08-27,Glenn,August,2.0,0.0
2020-08-28,Glenn,August,8.0,0.0
2020-08-29,Glenn,August,7.0,0.0
2020-08-30,Glenn,August,6.0,0.0
2020-08-31,Glenn,August,7.0,0.0
2020-09-01,Glenn,September,12.0,0.0
2020-09-02,Glenn,September,7.0,0.0
2020-09-03,Glenn,September,5.0,0.0
2020-09-04,Glenn,September,4.0,0.0
2020-09-05,Glenn,September,8.0,0.0
2020-09-06,Glenn,September,1.0,0.0
2020-09-07,Glenn,September,6.0,0.0
2020-09-08,Glenn,September,5.0,0.0
2020-09-09,Glenn,September,4.0,0.0
2020-09-10,Glenn,September,3.0,0.0
2020-09-11,Glenn,September,10.0,0.0
2020-09-12,Glenn,September,5.0,0.0
2020-09-13,Glenn,September,1.0,0.0
2020-09-14,Glenn,September,4.0,0.0
2020-09-15,Glenn,September,8.0,0.0
2020-09-16,Glenn,September,1.0,0.0
2020-09-17,Glenn,September,2.0,0.0
2020-09-18,Glenn,September,1.0,0.0
2020-09-19,Glenn,September,3.0,0.0
2020-09-20,Glenn,September,3.0,0.0
2020-09-21,Glenn,September,4.0,0.0
2020-09-22,Glenn,September,4.0,0.0
2020-09-23,Glenn,September,3.0,0.0
2020-09-24,Glenn,September,7.0,0.0
2020-09-25,Glenn,September,4.0,0.0
2020-09-26,Glenn,September,2.0,0.0
2020-09-27,Glenn,September,0.0,0.0
2020-09-28,Glenn,September,4.0,0.0
2020-09-29,Glenn,September,2.0,0.0
2020-09-30,Glenn,September,4.0,0.0
2020-10-01,Glenn,October,5.0,0.0
2020-10-02,Glenn,October,4.0,0.0
2020-10-03,Glenn,October,5.0,0.0
2020-10-04,Glenn,October,2.0,0.0
2020-10-05,Glenn,October,2.0,0.0
2020-10-06,Glenn,October,2.0,0.0
2020-10-07,Glenn,October,3.0,0.0
2020-10-08,Glenn,October,0.0,0.0
2020-10-09,Glenn,October,3.0,0.0
2020-10-10,Glenn,October,5.0,0.0
2020-10-11,Glenn,October,0.0,0.0
2020-10-12,Glenn,October,2.0,0.0
2020-10-13,Glenn,October,1.0,0.0
2020-10-14,Glenn,October,1.0,0.0
2020-10-15,Glenn,October,1.0,0.0
2020-10-16,Glenn,October,5.0,0.0
2020-10-17,Glenn,October,5.0,0.0
2020-10-18,Glenn,October,3.0,0.0
2020-10-19,Glenn,October,2.0,0.0
2020-10-20,Glenn,October,5.0,0.0
2020-10-21,Glenn,October,5.0,0.0
2020-10-22,Glenn,October,5.0,0.0
2020-10-23,Glenn,October,7.0,0.0
2020-10-24,Glenn,October,3.0,0.0
2020-10-25,Glenn,October,3.0,0.0
2020-10-26,Glenn,October,3.0,0.0
2020-10-27,Glenn,October,7.0,0.0
2020-10-28,Glenn,October,2.0,0.0
2020-10-29,Glenn,October,4.0,0.0
2020-10-30,Glenn,October,2.0,0.0
2020-10-31,Glenn,October,6.0,0.0
2020-11-01,Glenn,November,2.0,0.0
2020-11-02,Glenn,November,9.0,0.0
2020-11-03,Glenn,November,6.0,0.0
2020-11-04,Glenn,November,6.0,0.0
2020-11-05,Glenn,November,4.0,0.0
2020-11-06,Glenn,November,20.0,0.0
2020-11-07,Glenn,November,6.0,0.0
2020-11-08,Glenn,November,8.0,0.0
2020-11-09,Glenn,November,6.0,0.0
2020-11-10,Glenn,November,6.0,1.0
2020-11-11,Glenn,November,8.0,1.0
2020-11-12,Glenn,November,16.0,0.0
2020-11-13,Glenn,November,19.0,0.0
2020-11-14,Glenn,November,14.0,0.0
2020-11-15,Glenn,November,9.0,0.0
2020-11-16,Glenn,November,12.0,0.0
2020-11-17,Glenn,November,12.0,0.0
2020-11-18,Glenn,November,11.0,0.0
2020-11-19,Glenn,November,16.0,0.0
2020-11-20,Glenn,November,22.0,0.0
2020-11-21,Glenn,November,12.0,0.0
2020-11-22,Glenn,November,5.0,0.0
2020-11-23,Glenn,November,20.0,0.0
2020-11-24,Glenn,November,26.0,1.0
2020-11-25,Glenn,November,18.0,0.0
2020-11-26,Glenn,November,17.0,0.0
2020-11-27,Glenn,November,15.0,0.0
2020-11-28,Glenn,November,13.0,1.0
2020-11-29,Glenn,November,11.0,1.0
2020-11-30,Glenn,November,23.0,0.0
2020-12-01,Glenn,December,23.0,1.0
2020-12-02,Glenn,December,21.0,0.0
2020-12-03,Glenn,December,17.0,0.0
2020-12-04,Glenn,December,17.0,0.0
2020-12-05,Glenn,December,6.0,0.0
2020-12-06,Glenn,December,13.0,0.0
2020-12-07,Glenn,December,10.0,0.0
2020-12-08,Glenn,December,19.0,0.0
2020-12-09,Glenn,December,20.0,0.0
2020-12-10,Glenn,December,14.0,0.0
2020-12-11,Glenn,December,20.0,0.0
2020-12-12,Glenn,December,16.0,0.0
2020-12-13,Glenn,December,8.0,0.0
2020-12-14,Glenn,December,13.0,0.0
2020-12-15,Glenn,December,26.0,0.0
2020-12-16,Glenn,December,13.0,0.0
2020-12-17,Glenn,December,18.0,0.0
2020-12-18,Glenn,December,24.0,0.0
2020-12-19,Glenn,December,16.0,0.0
2020-12-20,Glenn,December,35.0,0.0
2020-12-21,Glenn,December,9.0,0.0
2020-12-22,Glenn,December,32.0,0.0
2020-12-23,Glenn,December,23.0,1.0
2020-12-24,Glenn,December,14.0,0.0
2020-12-25,Glenn,December,11.0,0.0
2020-12-26,Glenn,December,15.0,0.0
2020-12-27,Glenn,December,21.0,0.0
2020-12-28,Glenn,December,26.0,1.0
2020-12-29,Glenn,December,34.0,0.0
2020-12-30,Glenn,December,34.0,0.0
2020-12-31,Glenn,December,29.0,0.0
2021-01-01,Glenn,January,20.0,0.0
2021-01-02,Glenn,January,16.0,0.0
2021-01-03,Glenn,January,15.0,0.0
2021-01-04,Glenn,January,25.0,0.0
2021-01-05,Glenn,January,31.0,0.0
2021-01-06,Glenn,January,25.0,0.0
2021-01-07,Glenn,January,24.0,2.0
2021-01-08,Glenn,January,16.0,0.0
2021-01-09,Glenn,January,16.0,0.0
2021-01-10,Glenn,January,15.0,0.0
2021-01-11,Glenn,January,24.0,0.0
2021-01-12,Glenn,January,29.0,0.0
2021-01-13,Glenn,January,28.0,0.0
2021-01-14,Glenn,January,14.0,0.0
2021-01-15,Glenn,January,13.0,0.0
2021-01-16,Glenn,January,5.0,0.0
2021-01-17,Glenn,January,4.0,0.0
2021-01-18,Glenn,January,12.0,1.0
2021-01-19,Glenn,January,17.0,1.0
2021-01-20,Glenn,January,11.0,1.0
2021-01-21,Glenn,January,18.0,0.0
2021-01-22,Glenn,January,9.0,0.0
2021-01-23,Glenn,January,4.0,0.0
2021-01-24,Glenn,January,3.0,0.0
2021-01-25,Glenn,January,7.0,0.0
2021-01-26,Glenn,January,11.0,0.0
2021-01-27,Glenn,January,10.0,0.0
2021-01-28,Glenn,January,3.0,0.0
2021-01-29,Glenn,January,5.0,0.0
2021-01-30,Glenn,January,5.0,0.0
2021-01-31,Glenn,January,3.0,0.0
2021-02-01,Glenn,February,11.0,0.0
2021-02-02,Glenn,February,15.0,0.0
2021-02-03,Glenn,February,11.0,0.0
2021-02-04,Glenn,February,9.0,0.0
2021-02-05,Glenn,February,4.0,0.0
2021-02-06,Glenn,February,6.0,0.0
2021-02-07,Glenn,February,1.0,0.0
2021-02-08,Glenn,February,4.0,0.0
2021-02-09,Glenn,February,7.0,0.0
2021-02-10,Glenn,February,4.0,0.0
2021-02-11,Glenn,February,2.0,0.0
2021-02-12,Glenn,February,2.0,0.0
2021-02-13,Glenn,February,3.0,0.0
2021-02-14,Glenn,February,1.0,0.0
2021-02-15,Glenn,February,2.0,0.0
2021-02-16,Glenn,February,3.0,0.0
2021-02-17,Glenn,February,9.0,0.0
2021-02-18,Glenn,February,0.0,0.0
2021-02-19,Glenn,February,6.0,0.0
2021-02-20,Glenn,February,5.0,0.0
2021-02-22,Glenn,February,2.0,0.0
2021-02-23,Glenn,February,6.0,0.0
2021-02-24,Glenn,February,2.0,0.0
2021-02-25,Glenn,February,2.0,0.0
2021-02-26,Glenn,February,3.0,0.0
2021-02-27,Glenn,February,3.0,0.0
2021-02-28,Glenn,February,0.0,0.0
2021-03-01,Glenn,March,2.0,0.0
2021-03-02,Glenn,March,5.0,0.0
2021-03-03,Glenn,March,6.0,0.0
2021-03-04,Glenn,March,0.0,0.0
2021-03-05,Glenn,March,4.0,0.0
2021-03-06,Glenn,March,5.0,0.0
2021-03-07,Glenn,March,0.0,0.0
2021-03-08,Glenn,March,2.0,0.0
2021-03-09,Glenn,March,1.0,0.0
2021-03-10,Glenn,March,4.0,0.0
2021-03-11,Glenn,March,3.0,1.0
2021-03-12,Glenn,March,3.0,0.0
2021-03-13,Glenn,March,1.0,0.0
2021-03-14,Glenn,March,1.0,0.0
2021-03-15,Glenn,March,5.0,0.0
2021-03-17,Glenn,March,8.0,0.0
2021-03-18,Glenn,March,7.0,0.0
2021-03-19,Glenn,March,4.0,0.0
2021-03-20,Glenn,March,0.0,0.0
2021-03-21,Glenn,March,1.0,0.0
2021-03-22,Glenn,March,3.0,0.0
2021-03-23,Glenn,March,8.0,0.0
2021-03-24,Glenn,March,5.0,0.0
2021-03-25,Glenn,March,1.0,0.0
2021-03-27,Glenn,March,0.0,0.0
2021-03-28,Glenn,March,1.0,0.0
2021-03-29,Glenn,March,3.0,0.0
2021-03-30,Glenn,March,6.0,0.0
2021-03-31,Glenn,March,0.0,0.0
2021-04-01,Glenn,April,5.0,0.0
2021-04-02,Glenn,April,0.0,0.0
2021-04-03,Glenn,April,0.0,0.0
2021-04-04,Glenn,April,0.0,0.0
2021-04-05,Glenn,April,3.0,0.0
2021-04-06,Glenn,April,1.0,0.0
2021-04-07,Glenn,April,1.0,0.0
2021-04-08,Glenn,April,3.0,0.0
2021-04-09,Glenn,April,2.0,0.0
2021-04-10,Glenn,April,0.0,0.0
2021-04-11,Glenn,April,0.0,0.0
2021-04-12,Glenn,April,4.0,0.0
2021-04-13,Glenn,April,1.0,0.0
2021-04-14,Glenn,April,1.0,0.0
2021-04-15,Glenn,April,0.0,0.0
2021-04-16,Glenn,April,0.0,0.0
2021-04-17,Glenn,April,0.0,0.0
2021-04-18,Glenn,April,0.0,0.0
2021-04-19,Glenn,April,5.0,0.0
2021-04-20,Glenn,April,0.0,0.0
2021-04-21,Glenn,April,2.0,0.0
2021-04-22,Glenn,April,1.0,0.0
2021-04-23,Glenn,April,1.0,0.0
2021-04-24,Glenn,April,0.0,0.0
2021-04-25,Glenn,April,0.0,0.0
2021-04-26,Glenn,April,0.0,0.0
2021-04-27,Glenn,April,2.0,0.0
2021-04-28,Glenn,April,0.0,0.0
2021-04-29,Glenn,April,3.0,0.0
2021-04-30,Glenn,April,3.0,0.0
2021-05-01,Glenn,May,1.0,0.0
2021-05-02,Glenn,May,3.0,0.0
2021-05-03,Glenn,May,1.0,0.0
2021-05-04,Glenn,May,0.0,0.0
2021-05-05,Glenn,May,3.0,0.0
2021-05-06,Glenn,May,3.0,0.0
2021-05-07,Glenn,May,1.0,0.0
2021-05-08,Glenn,May,3.0,0.0
2021-05-09,Glenn,May,2.0,0.0
2021-05-10,Glenn,May,7.0,0.0
2021-05-11,Glenn,May,1.0,0.0
2021-05-12,Glenn,May,1.0,0.0
2021-05-13,Glenn,May,3.0,0.0
2021-05-14,Glenn,May,1.0,0.0
2021-05-15,Glenn,May,1.0,0.0
2021-05-16,Glenn,May,0.0,0.0
2021-05-17,Glenn,May,0.0,0.0
2021-05-18,Glenn,May,0.0,0.0
2021-05-19,Glenn,May,6.0,0.0
2021-05-20,Glenn,May,0.0,0.0
2021-05-21,Glenn,May,3.0,0.0
2021-05-22,Glenn,May,0.0,0.0
2021-05-23,Glenn,May,0.0,0.0
2021-05-24,Glenn,May,2.0,1.0
2021-05-25,Glenn,May,0.0,0.0
2021-05-26,Glenn,May,1.0,0.0
2021-05-27,Glenn,May,1.0,0.0
2021-05-28,Glenn,May,0.0,0.0
2021-05-29,Glenn,May,0.0,1.0
2021-05-30,Glenn,May,0.0,0.0
2021-05-31,Glenn,May,0.0,0.0
2021-06-01,Glenn,June,1.0,0.0
2021-06-02,Glenn,June,0.0,0.0
2021-06-03,Glenn,June,0.0,0.0
2021-06-04,Glenn,June,0.0,0.0
2021-06-05,Glenn,June,0.0,0.0
2021-06-06,Glenn,June,1.0,0.0
2021-06-07,Glenn,June,1.0,0.0
2021-06-08,Glenn,June,0.0,0.0
2021-06-09,Glenn,June,1.0,0.0
2021-06-10,Glenn,June,1.0,0.0
2021-06-11,Glenn,June,0.0,0.0
2021-06-12,Glenn,June,0.0,0.0
2021-06-13,Glenn,June,2.0,0.0
2021-06-14,Glenn,June,1.0,0.0
2021-06-15,Glenn,June,0.0,0.0
2021-06-16,Glenn,June,1.0,0.0
2021-06-17,Glenn,June,0.0,0.0
2021-06-18,Glenn,June,0.0,0.0
2021-06-19,Glenn,June,1.0,0.0
2021-06-20,Glenn,June,1.0,0.0
2021-06-21,Glenn,June,0.0,0.0
2021-06-22,Glenn,June,1.0,0.0
2021-06-23,Glenn,June,1.0,0.0
2021-06-24,Glenn,June,0.0,0.0
2021-06-25,Glenn,June,1.0,0.0
2021-06-26,Glenn,June,0.0,0.0
2021-06-27,Glenn,June,2.0,0.0
2021-06-28,Glenn,June,1.0,0.0
2021-06-29,Glenn,June,0.0,0.0
2021-06-30,Glenn,June,1.0,0.0
2021-07-01,Glenn,July,2.0,0.0
2021-07-05,Glenn,July,2.0,0.0
2021-07-06,Glenn,July,3.0,0.0
2021-07-07,Glenn,July,1.0,0.0
2021-07-08,Glenn,July,0.0,0.0
2021-07-12,Glenn,July,1.0,0.0
2021-07-13,Glenn,July,0.0,0.0
2021-07-14,Glenn,July,2.0,0.0
2021-07-15,Glenn,July,0.0,0.0
2021-07-18,Glenn,July,1.0,0.0
2021-07-19,Glenn,July,1.0,0.0
2021-07-20,Glenn,July,0.0,0.0
2021-07-21,Glenn,July,0.0,0.0
2021-07-22,Glenn,July,2.0,0.0
2021-07-25,Glenn,July,1.0,0.0
2021-07-26,Glenn,July,8.0,0.0
2021-07-27,Glenn,July,1.0,0.0
2021-07-28,Glenn,July,5.0,0.0
2021-07-29,Glenn,July,4.0,0.0
2021-08-01,Glenn,August,5.0,0.0
2021-08-02,Glenn,August,3.0,0.0
2021-08-03,Glenn,August,12.0,0.0
2021-08-04,Glenn,August,7.0,0.0
2021-08-05,Glenn,August,11.0,0.0
2021-08-06,Glenn,August,4.0,0.0
2021-08-07,Glenn,August,10.0,0.0
2021-08-08,Glenn,August,4.0,0.0
2021-08-09,Glenn,August,9.0,0.0
2021-08-10,Glenn,August,16.0,0.0
2021-08-11,Glenn,August,11.0,0.0
2021-08-12,Glenn,August,9.0,0.0
2021-08-13,Glenn,August,12.0,0.0
2021-08-14,Glenn,August,9.0,0.0
2021-08-15,Glenn,August,7.0,0.0
2021-08-16,Glenn,August,21.0,0.0
2021-08-17,Glenn,August,15.0,0.0
2021-08-18,Glenn,August,13.0,0.0
2021-08-19,Glenn,August,34.0,0.0
2021-08-20,Glenn,August,23.0,0.0
2021-08-21,Glenn,August,9.0,0.0
2021-08-22,Glenn,August,8.0,0.0
2021-08-23,Glenn,August,18.0,0.0
2021-08-24,Glenn,August,17.0,0.0
2021-08-25,Glenn,August,12.0,0.0
2021-08-26,Glenn,August,21.0,0.0
2021-08-27,Glenn,August,20.0,1.0
2021-08-28,Glenn,August,14.0,1.0
2021-08-29,Glenn,August,5.0,0.0
2021-08-30,Glenn,August,19.0,0.0
2021-08-31,Glenn,August,13.0,0.0
2021-09-01,Glenn,September,12.0,0.0
2021-09-02,Glenn,September,28.0,1.0
2021-09-03,Glenn,September,21.0,0.0
2021-09-04,Glenn,September,12.0,0.0
2021-09-05,Glenn,September,1.0,0.0
2021-09-06,Glenn,September,3.0,0.0
2021-09-07,Glenn,September,26.0,0.0
2021-09-08,Glenn,September,16.0,0.0
2021-09-09,Glenn,September,24.0,0.0
2021-09-10,Glenn,September,15.0,0.0
2021-09-11,Glenn,September,4.0,1.0
2021-09-12,Glenn,September,3.0,1.0
2021-09-13,Glenn,September,21.0,0.0
2021-09-14,Glenn,September,5.0,0.0
2021-09-15,Glenn,September,1.0,0.0
2021-09-16,Glenn,September,0.0,0.0
2020-05-05,Humboldt,May,2.0,0.0
2020-05-06,Humboldt,May,3.0,0.0
2020-05-07,Humboldt,May,1.0,0.0
2020-05-08,Humboldt,May,1.0,0.0
2020-05-09,Humboldt,May,3.0,0.0
2020-05-10,Humboldt,May,2.0,0.0
2020-05-11,Humboldt,May,4.0,0.0
2020-05-12,Humboldt,May,3.0,0.0
2020-05-13,Humboldt,May,3.0,0.0
2020-05-14,Humboldt,May,6.0,0.0
2020-05-15,Humboldt,May,2.0,0.0
2020-05-16,Humboldt,May,1.0,0.0
2020-05-17,Humboldt,May,2.0,1.0
2020-05-18,Humboldt,May,7.0,1.0
2020-05-19,Humboldt,May,0.0,0.0
2020-05-20,Humboldt,May,0.0,0.0
2020-05-21,Humboldt,May,3.0,0.0
2020-05-22,Humboldt,May,1.0,0.0
2020-05-23,Humboldt,May,0.0,0.0
2020-05-24,Humboldt,May,2.0,0.0
2020-05-25,Humboldt,May,0.0,0.0
2020-05-26,Humboldt,May,1.0,0.0
2020-05-27,Humboldt,May,2.0,1.0
2020-05-28,Humboldt,May,0.0,0.0
2020-05-29,Humboldt,May,1.0,0.0
2020-05-30,Humboldt,May,1.0,0.0
2020-05-31,Humboldt,May,1.0,0.0
2020-06-01,Humboldt,June,2.0,1.0
2020-06-02,Humboldt,June,0.0,0.0
2020-06-03,Humboldt,June,0.0,0.0
2020-06-04,Humboldt,June,0.0,0.0
2020-06-05,Humboldt,June,0.0,0.0
2020-06-06,Humboldt,June,1.0,0.0
2020-06-07,Humboldt,June,0.0,0.0
2020-06-08,Humboldt,June,0.0,0.0
2020-06-09,Humboldt,June,0.0,0.0
2020-06-10,Humboldt,June,2.0,0.0
2020-06-11,Humboldt,June,4.0,0.0
2020-06-12,Humboldt,June,4.0,0.0
2020-06-13,Humboldt,June,2.0,0.0
2020-06-14,Humboldt,June,1.0,0.0
2020-06-15,Humboldt,June,4.0,0.0
2020-06-16,Humboldt,June,2.0,0.0
2020-06-17,Humboldt,June,3.0,0.0
2020-06-18,Humboldt,June,2.0,0.0
2020-06-19,Humboldt,June,1.0,0.0
2020-06-20,Humboldt,June,2.0,0.0
2020-06-21,Humboldt,June,0.0,0.0
2020-06-22,Humboldt,June,5.0,0.0
2020-06-23,Humboldt,June,3.0,0.0
2020-06-24,Humboldt,June,0.0,0.0
2020-06-25,Humboldt,June,0.0,0.0
2020-06-26,Humboldt,June,1.0,0.0
2020-06-27,Humboldt,June,2.0,0.0
2020-06-28,Humboldt,June,2.0,0.0
2020-06-29,Humboldt,June,3.0,0.0
2020-06-30,Humboldt,June,1.0,0.0
2020-07-01,Humboldt,July,4.0,0.0
2020-07-02,Humboldt,July,5.0,0.0
2020-07-03,Humboldt,July,4.0,0.0
2020-07-04,Humboldt,July,4.0,0.0
2020-07-05,Humboldt,July,7.0,0.0
2020-07-06,Humboldt,July,4.0,0.0
2020-07-07,Humboldt,July,2.0,0.0
2020-07-08,Humboldt,July,3.0,0.0
2020-07-09,Humboldt,July,3.0,0.0
2020-07-10,Humboldt,July,3.0,0.0
2020-07-11,Humboldt,July,1.0,0.0
2020-07-12,Humboldt,July,1.0,0.0
2020-07-13,Humboldt,July,4.0,0.0
2020-07-14,Humboldt,July,5.0,0.0
2020-07-15,Humboldt,July,3.0,0.0
2020-07-16,Humboldt,July,2.0,0.0
2020-07-17,Humboldt,July,2.0,0.0
2020-07-18,Humboldt,July,1.0,0.0
2020-07-19,Humboldt,July,3.0,0.0
2020-07-20,Humboldt,July,8.0,0.0
2020-07-21,Humboldt,July,7.0,0.0
2020-07-22,Humboldt,July,2.0,0.0
2020-07-23,Humboldt,July,2.0,0.0
2020-07-24,Humboldt,July,1.0,0.0
2020-07-25,Humboldt,July,3.0,0.0
2020-07-26,Humboldt,July,3.0,0.0
2020-07-27,Humboldt,July,6.0,0.0
2020-07-28,Humboldt,July,5.0,0.0
2020-07-29,Humboldt,July,1.0,0.0
2020-07-30,Humboldt,July,3.0,0.0
2020-07-31,Humboldt,July,2.0,0.0
2020-08-01,Humboldt,August,7.0,0.0
2020-08-02,Humboldt,August,1.0,0.0
2020-08-03,Humboldt,August,5.0,0.0
2020-08-04,Humboldt,August,7.0,0.0
2020-08-05,Humboldt,August,10.0,0.0
2020-08-06,Humboldt,August,2.0,0.0
2020-08-07,Humboldt,August,5.0,0.0
2020-08-08,Humboldt,August,4.0,0.0
2020-08-09,Humboldt,August,3.0,0.0
2020-08-10,Humboldt,August,6.0,0.0
2020-08-11,Humboldt,August,6.0,0.0
2020-08-12,Humboldt,August,5.0,0.0
2020-08-13,Humboldt,August,7.0,0.0
2020-08-14,Humboldt,August,8.0,0.0
2020-08-15,Humboldt,August,6.0,0.0
2020-08-16,Humboldt,August,1.0,0.0
2020-08-17,Humboldt,August,2.0,0.0
2020-08-18,Humboldt,August,4.0,0.0
2020-08-19,Humboldt,August,2.0,0.0
2020-08-20,Humboldt,August,3.0,0.0
2020-08-21,Humboldt,August,5.0,0.0
2020-08-22,Humboldt,August,3.0,0.0
2020-08-23,Humboldt,August,10.0,0.0
2020-08-24,Humboldt,August,2.0,0.0
2020-08-25,Humboldt,August,4.0,0.0
2020-08-26,Humboldt,August,5.0,0.0
2020-08-27,Humboldt,August,12.0,0.0
2020-08-28,Humboldt,August,8.0,0.0
2020-08-29,Humboldt,August,4.0,0.0
2020-08-30,Humboldt,August,3.0,0.0
2020-08-31,Humboldt,August,11.0,0.0
2020-09-01,Humboldt,September,2.0,0.0
2020-09-02,Humboldt,September,6.0,0.0
2020-09-03,Humboldt,September,3.0,0.0
2020-09-04,Humboldt,September,5.0,0.0
2020-09-05,Humboldt,September,5.0,0.0
2020-09-06,Humboldt,September,2.0,0.0
2020-09-07,Humboldt,September,3.0,0.0
2020-09-08,Humboldt,September,9.0,0.0
2020-09-09,Humboldt,September,2.0,0.0
2020-09-10,Humboldt,September,2.0,0.0
2020-09-11,Humboldt,September,11.0,1.0
2020-09-12,Humboldt,September,2.0,0.0
2020-09-13,Humboldt,September,1.0,0.0
2020-09-14,Humboldt,September,0.0,0.0
2020-09-15,Humboldt,September,3.0,0.0
